# q2	x	xuv	xdv	xL-	2xL+	xsv	xs+	xc+	xg
100.00000000000000	1.0000000116860974E-007	1.2188813535374265E-004	6.7095969779273901E-005	2.4726524152640650E-006	51.765901270673879	-9.9200779182240240E-006	24.809838891149042	24.091153727252092	452.88961136560920
100.00000000000000	9.9999999747524271E-007	5.8593489566760582E-004	3.3362104220913125E-004	1.2769432279569060E-005	32.529930571647853	-1.9932355789009648E-005	15.412654126678230	14.843273565533545	275.85699472895311
100.00000000000000	9.9999997473787516E-006	2.8964623221137131E-003	1.6913606170989581E-003	6.8966711238793721E-005	20.130899017860777	1.3958046515938349E-005	9.3889497293661321	8.9375031129079829	155.27080062356600
100.00000000000000	9.9999997473787516E-005	1.3618838826095381E-002	7.9736321187384718E-003	3.4675337687817276E-004	11.643609071895568	2.0204489312991569E-004	5.2870294345521236	4.9298385792582327	76.172730396359711
100.00000000000000	1.0000000474974513E-003	5.9587133049936014E-002	3.4383360622571635E-002	1.5513424326125680E-003	5.9365811561853761	3.7151728077455815E-004	2.5549068457258146	2.2779189558428516	30.335647623679627
100.00000000000000	9.9999997764825821E-003	0.23129387239244981	0.12959293689263918	5.7459437264704150E-003	2.3439243896527771	-2.3232841334297483E-004	0.89074394184780736	0.70196260671811017	8.4484573041637336
100.00000000000000	0.10000000149011612	0.55129941091724710	0.27139587989278036	1.0090783545018522E-002	0.38992328604124638	-3.2809103802766693E-004	0.11394480220348246	5.9878759256519733E-002	0.90684112821593588
100.00000000000000	0.30000001192092896	0.35044087943880264	0.13015102654817889	3.0182414866720131E-003	3.5369045168559654E-002	-3.8291437784027105E-005	9.0716678621696190E-003	3.3310440267562309E-003	8.4278475634615338E-002
100.00000000000000	0.50000000000000000	0.12111419537822476	3.1515565448941962E-002	3.7949104833835678E-004	2.4002561954219459E-003	-3.2066872539954216E-006	5.8967181556818238E-004	1.8163895519389395E-004	8.1917268769347608E-003
100.00000000000000	0.69999998807907104	2.0075340535529972E-002	3.0884628800395830E-003	1.3847164751638972E-005	5.2490760190653137E-005	-1.1071468452791833E-007	1.2571649131497102E-005	3.1485555682346099E-006	3.8830962026461862E-004
100.00000000000000	0.89999997615814209	3.5124937756244310E-004	1.7841279135527024E-005	1.6415653877007211E-008	-1.9430533603804773E-009	-1.3943667192552710E-010	1.0300645802627500E-009	-3.2115444216169554E-009	1.1553669026378221E-006
