# q2	x	xuv	xdv	xL-	2xL+	xsv	xs+	xc+	xg 
100.00000000000000	1.0000000116860974E-007	1.2188813535374265E-004	6.7095969779273901E-005	2.4726524117113513E-006	92.788086150245633	-9.9200779146713103E-006	45.320931330934926	44.599489959745455	745.44540497551191
100.00000000000000	9.9999999747524271E-007	5.8593489566760582E-004	3.3362104220913125E-004	1.2769432277792703E-005	49.230086711347354	-1.9932355787233291E-005	23.762732196527981	23.191538122626504	381.70459364423681
100.00000000000000	9.9999997473787516E-006	2.8964623221137131E-003	1.6913606170989581E-003	6.8966711238793721E-005	25.982111330651840	1.3958046515938349E-005	12.314555885761662	11.862014448311825	186.41777990367567
100.00000000000000	9.9999997473787516E-005	1.3618838826095381E-002	7.9736321187384718E-003	3.4675337687817276E-004	13.208039663422490	2.0204489312991569E-004	6.0692447303155852	5.7115025715750996	82.430391880624228
100.00000000000000	1.0000000474974513E-003	5.9587133049936014E-002	3.4383360622571635E-002	1.5513424326123459E-003	6.1506522130428909	3.7151728077455815E-004	2.6619423741545720	2.3847883040992772	30.697097458168415
100.00000000000000	9.9999997764825821E-003	0.23129387239244981	0.12959293689263918	5.7459437264701929E-003	2.3146450209895106	-2.3232841334297483E-004	0.87610425751617438	0.68733164319609397	8.3193510386020275
100.00000000000000	0.10000000149011612	0.55129941091724699	0.27139587989278036	1.0090783545018550E-002	0.38922616366269519	-3.2809103802766693E-004	0.11359624101420690	5.9530950944380601E-002	0.90683549926789775
100.00000000000000	0.30000001192092896	0.35044087943880264	0.13015102654817889	3.0182414866720408E-003	3.5419810156175069E-002	-3.8291437784027105E-005	9.0970503559773541E-003	3.3563772194132231E-003	8.4312780611984550E-002
100.00000000000000	0.50000000000000000	0.12111419537822476	3.1515565448941962E-002	3.7949104833836025E-004	2.3885647548213887E-003	-3.2066872539954216E-006	5.8382609526790724E-004	1.7580380206939689E-004	8.1791394824063390E-003
100.00000000000000	0.69999998807907104	2.0075340535529972E-002	3.0884628800395830E-003	1.3847164751637671E-005	5.3683094507478782E-005	-1.1071468452791833E-007	1.3167816289910358E-005	3.7436652963865271E-006	3.8964362876353457E-004
100.00000000000000	0.89999997615814209	3.5124937756244310E-004	1.7841279135527024E-005	1.6415653877088526E-008	1.5160241427378479E-008	-1.3943667192552710E-010	9.5817119741151233E-009	5.3242214777916313E-009	1.1788298795525824E-006
