# q	x	xuv	xdv	xL-	2xL+	xs+	xc+	xb+	xg
100.00000000000000	1.0000000116860974E-007	1.2799955050724066E-004	7.0312196807975624E-005	2.6923454576888162E-006	66.406701976871744	32.132353901096273	30.538422888853603	26.413623280735333	485.08149542218734
100.00000000000000	9.9999999747524271E-007	6.1134637642723533E-004	3.4761614958256359E-004	1.3704719684426436E-005	40.333373387026668	19.316060356717330	18.153726199877028	15.905409139179241	292.44566538476681
100.00000000000000	9.9999997473787516E-006	2.9987058056457627E-003	1.7496319244729719E-003	7.2859892052079545E-005	24.038609183473270	11.344168087025148	10.523326826489178	9.0927539387596994	163.11853009294259
100.00000000000000	9.9999997473787516E-005	1.3984354204400695E-002	8.1825415465992535E-003	3.6107170510790709E-004	13.182497924185732	6.0576508658635282	5.5049866547900237	4.5386689988769353	78.451307409831131
100.00000000000000	1.0000000474974513E-003	6.0670580594973655E-002	3.4981871192196090E-002	1.5927114519311836E-003	6.2700058503470597	2.7228228217502926	2.3760571401098849	1.8002334486338065	30.163310130570231
100.00000000000000	9.9999997764825821E-003	0.23337987214486355	0.13062008381073764	5.8104962044617237E-003	2.3314530786354712	0.88601097858144173	0.69610454814510314	0.46739510143158325	8.0361285855712978
100.00000000000000	0.10000000149011612	0.54899512824833230	0.26977991289473013	1.0013806809519576E-002	0.38398969072344569	0.11211279663348739	6.4459236074917714E-002	3.7176742988126413E-002	0.85067842656532489
100.00000000000000	0.30000001192092896	0.34486636565973872	0.12777132808943337	2.9532398488575917E-003	3.4488247995348997E-002	8.8449380449108217E-003	4.0473906009374210E-003	2.1092877406963619E-003	7.8610658593976077E-002
100.00000000000000	0.50000000000000000	0.11803360207203428	3.0627928506046620E-002	3.6736405235943126E-004	2.3102560526016003E-003	5.6559181929105584E-004	2.4320226625933032E-004	1.2141345382649153E-004	7.6403127854844238E-003
100.00000000000000	0.69999998807907104	1.9343496450001239E-002	2.9666798095176403E-003	1.3259467070857092E-005	5.0897436513218201E-005	1.2413368915759233E-005	5.5382202741754597E-006	2.8444204355869523E-006	3.6836984370419137E-004
100.00000000000000	0.89999997615814209	3.3161864574148209E-004	1.6789394846615220E-005	1.5756853335774021E-008	6.7829332642136211E-009	5.6870818578502388E-009	1.8845501385849230E-009	1.7708729583998568E-009	1.1394831012860958E-006
