,u_v,d_v,L_m,L_p,s_v,s_p,c_p,g
0,0.00015287245911193973,0.00010244420879692456,5.701804944047695e-06,131.87354078018697,3.1436816070190436e-05,64.86280173199475,64.14679157813721,997.1307561193358
1,0.0006917569524690991,0.0004428380604103019,2.540962411572222e-05,68.4720191281346,9.42792786741986e-05,33.38326131051351,32.81465915127868,490.92487156828173
2,0.0030981326270356786,0.0018974460360321244,0.00010718483116568849,33.461112615453715,0.00022789575898341058,16.053854716894566,15.602425570742932,222.8638269365544
3,0.013721769310852954,0.008101888077206186,0.0004255769417049491,15.198222322725028,0.0003664344617706678,7.064240906094766,6.707006911909647,90.62109137834351
4,0.05915981022842837,0.034050091187079676,0.001600817741486654,6.320848112146725,0.00014478892398732063,2.746344166794711,2.4693798899099697,31.335057045083516
5,0.23078124616541104,0.12918608326642272,0.005568820929143852,2.274488527118306,-0.0005731348830417141,0.8546973873853968,0.6659329364925008,8.134786865601695
6,0.5517722225901678,0.27164625865340714,0.01002324771919923,0.3901999927214852,-0.0003062707790024255,0.11386287962380881,0.05978038012395867,0.9057095918940038
7,0.350710705459186,0.13024518634017762,0.0030097514678153223,0.03538233025460973,-3.189051747450462e-05,0.009059784104510277,0.00331784676447431,0.08419882231397229
8,0.12116571740510448,0.03152817955811504,0.0003774489567551988,0.0023978725250082887,-2.7212872822323428e-06,0.0005852689571532032,0.00017734627513034333,0.008114298655058918
9,0.02007661343791621,0.003089686879163111,1.3425066324357693e-05,5.645029865879282e-05,-1.009573276531744e-07,1.4094927426920052e-05,4.729604168208169e-06,0.0003893466314738704
10,0.00034831969426205625,1.8126120451104446e-05,1.3857168200479219e-08,1.0976694347403099e-07,-1.9538726216645008e-10,4.266251710132014e-08,3.467022512797678e-08,1.3144918135419134e-06
