,u_v,d_v,L_m,L_p,s_v,s_p,c_p,g
0,0.0001061603548957915,6.23275472893752e-05,4.243957986065169e-06,135.94488325163329,-1.3010426069826054e-24,66.89456720413183,66.1759773366227,1147.8382214801056
1,0.0005417657995652307,0.0003171899670480823,1.924091431171264e-05,68.36483648465217,-2.803667050041078e-16,33.326476266126036,32.75582146241892,538.7782369295227
2,0.002687028982050863,0.0015677446978947405,8.357487370497726e-05,32.717724902071076,-1.8013338745430897e-16,15.679390309776986,15.22631846481875,235.17837712758714
3,0.012841192800483271,0.007455766650175842,0.0003491097699833948,14.740323158751147,-1.3713861343986286e-16,6.8326719755594665,6.474102527297386,92.82524428423069
4,0.05792559347182856,0.03333664735103119,0.0014161667774037975,6.162724959898692,-3.8507059009079235e-17,2.664880702993033,2.3867931368899464,31.488337782656565
5,0.2302608560372903,0.12928105161452907,0.005325089076559043,2.252020696315615,3.390856095543345e-17,0.8418976521783023,0.6521710660642149,8.103188280181767
6,0.5545223543069604,0.2733637481554953,0.010011414114518028,0.39337625615206745,1.113642593562985e-17,0.11490132195877217,0.06035880709178404,0.8987461285947349
7,0.3539304069655586,0.13157575236540345,0.0030361828873799843,0.035871126114853706,7.415413557939977e-18,0.009214748678713814,0.0034006624187515656,0.08346281894419927
8,0.12270649770189059,0.03196706036819016,0.00038269696480829947,0.0024236558222823206,2.2470104466262916e-18,0.0005898279188058254,0.00017515898522900972,0.008048879945233074
9,0.020428258680076757,0.003148466517802246,1.3695745989556196e-05,5.5812869364637646e-05,6.435968613004415e-19,1.354956993547647e-05,3.978271511150513e-06,0.00038707753770232445
10,0.0003581429894790383,1.8653182735031733e-05,1.432179062713306e-08,1.0462935965324338e-07,1.8140662449013975e-21,3.9923215185189465e-08,3.166189618573618e-08,1.312069774579141e-06
