,u_v,d_v,L_m,L_p,s_v,s_p,c_p,g
0,0.00010723462916228652,6.304516731093268e-05,4.164754964544373e-06,144.7074897533197,-5.960464476584964e-15,71.2774049623324,70.55983828629708,1082.3435303578935
1,0.0005529404443077009,0.0003239489663496582,1.9582315470878136e-05,71.99355059408438,-6.08338701678715e-16,35.14205400224067,34.57221241418926,519.0923112686206
2,0.002752823008775745,0.0016061384086087883,8.692003845839459e-05,34.08769374774182,-1.3183035262390176e-15,16.36536133478021,15.912941478487049,230.44661277831844
3,0.013127888818741155,0.007618165274080762,0.000364589152972101,15.1988585225735,5.422061193975909e-16,7.062798109064177,6.704776954280582,92.07354002420296
4,0.05883095627749258,0.033827800671777576,0.001459631770358389,6.2914783388055495,-3.6956091097739395e-16,2.730169759944633,2.4526358335997442,31.462899314870818
5,0.23167881712726682,0.12994135536864662,0.005373644291797339,2.274599763663608,-4.8956523416453433e-17,0.8543182778232005,0.66530007595447,8.117887458641773
6,0.5522575156446576,0.27202612064233395,0.00995515975019518,0.39182409193767676,2.2212724689685632e-17,0.11477319000703984,0.06065996190862552,0.8993713711837812
7,0.35089903645815546,0.1303562018256726,0.0030049658601700546,0.0354244566460661,2.892217229418544e-18,0.009089472631843735,0.0033407274714736626,0.08337894062943672
8,0.12131178404157113,0.03157689188696171,0.0003775209180593767,0.002373517635653355,2.3288897822325384e-18,0.00057357538258912,0.00016478380969987654,0.008036211750807088
9,0.020124308519381684,0.003098254604289683,1.3453716672555602e-05,5.252415879933615e-05,1.266815138828743e-19,1.2165349290370563e-05,2.7674656796985234e-06,0.0003868979493775284
10,0.00035004483153421116,1.8218743777857735e-05,1.3974787856675872e-08,4.5802256991335265e-08,1.2083432589668223e-20,1.0836648105239018e-08,2.7932619550552214e-09,1.3200600133284349e-06
