,u_v,d_v,L_m,L_p,s_v,s_p,c_p,g
0,9.836966763886141e-05,4.5170742957375996e-05,7.5012328115190414e-06,148.84799237885335,-2.910510638420082e-05,73.35205515462158,72.63743281068673,1084.619419631402
1,0.0005640468145243254,0.00030894671096854564,3.073021905703312e-05,71.89461934475517,-4.673850737514722e-05,35.09609129818501,34.52859011025279,503.5885387790783
2,0.0028945500676357703,0.0016810059147198179,0.00012301844981643713,33.85784622588853,-3.576027917521773e-06,16.25335183240206,15.802791260701232,222.82008299478002
3,0.013633373064192496,0.007983215957929687,0.0004727422596436446,15.18190430761921,0.00021123185549078844,7.057102726770337,6.700536655532829,90.22155735168695
4,0.05956724448832024,0.03438239502080433,0.0017231472128767477,6.300657024758889,0.00039314366013802556,2.7376273069860146,2.461131322708324,31.33586645434436
5,0.2312988676321237,0.1296171473701861,0.005764529760983026,2.266845426007164,-0.00019644172893536565,0.85223443579442,0.6637194063930979,8.153411502330735
6,0.5513064130916566,0.27140173696369135,0.010084634312905192,0.38980785041340793,-0.0003181208486145095,0.11388551884287841,0.05985044225727633,0.9062273296258492
7,0.350435004860364,0.13014939156487818,0.003014371134640736,0.035450376781638544,-3.840886663652588e-05,0.00910188797427251,0.0033625040119352944,0.0844438866160732
8,0.1211157932395667,0.031518221573520404,0.0003778065281636942,0.00240854950195688,-3.3050615272961475e-06,0.000590651121445557,0.00018275868728082553,0.008158561478268737
9,0.02007701303116419,0.003090021580448757,1.3437066675585028e-05,5.681843776186922e-05,-1.1797439429869178e-07,1.426872161058544e-05,4.900884840678453e-06,0.00039235288217883514
10,0.00034849118995363597,1.813462901552704e-05,1.3838070181071031e-08,1.098165927081218e-07,-2.1739624242785753e-10,4.262671491267176e-08,3.462774080439957e-08,1.3275395881221502e-06
