,u_v,d_v,L_m,L_p,s_v,s_p,c_p,g
0,0.00015464892296731592,0.00010386845929324279,5.622136690381462e-06,133.5008556575877,3.230329199268242e-05,65.67708705995717,64.9614951356641,957.8459618822479
1,0.000705761751535839,0.0004544718539811671,2.552290008851311e-05,69.0459315375376,0.00010257666378171392,33.67072527472724,33.10245592445913,481.395736551108
2,0.0031543548925255615,0.0019427658309667177,0.0001089583218359887,33.63400688767619,0.00025888450199084177,16.140738848131477,15.689576595242569,221.1108702725517
3,0.013871461518441982,0.00821362657668037,0.00043455283477972126,15.247894082263796,0.0004316495749325127,7.089499957980763,6.732485313205018,90.43515209072363
4,0.05939964914027976,0.034196408019453645,0.0016281518752570255,6.3362000014014255,0.00018796981996899924,2.75443288697,2.477658630817675,31.34333829821278
5,0.2308928793883309,0.12918385023233087,0.005610278860597694,2.2776538021950508,-0.000664249033788116,0.8565598999207122,0.6679632514950151,8.141202826783472
6,0.5512875337070124,0.27134247402403655,0.010026111044900999,0.38992719563912914,-0.00036314888983881395,0.1138207754296992,0.05981844415766429,0.9061993666236493
7,0.3501501361492662,0.13001356714644208,0.003005291520931824,0.0353162398653188,-3.7948403987817344e-05,0.009041931769499358,0.0033124999482985174,0.08421298934125289
8,0.12089891642500451,0.031452150037026866,0.0003765528652237452,0.0023858872242725794,-3.2484391630543913e-06,0.0005806863423718898,0.00017393403039317015,0.008113446103398255
9,0.02001562863727675,0.003079462568012769,1.3378254744689383e-05,5.423860954782834e-05,-1.2134014422699058e-07,1.3026681982729941e-05,3.697431328199803e-06,0.00038922380774916254
10,0.00034657115630683396,1.803163500131224e-05,1.377129575740517e-08,5.132838245453915e-08,-2.379670148646283e-10,1.3462540042524917e-08,5.5180040543152174e-09,1.3143045886089883e-06
