,u_v,d_v,L_m,L_p,s_v,s_p,c_p,g
0,0.00015287245911193973,0.00010244420879692456,5.701804950008159e-06,131.87354078018686,3.1436816070190436e-05,64.86280173199472,64.14679157813718,997.1307561193353
1,0.00069175695246707,0.0004428380604096013,2.5409624115590328e-05,68.47201912813458,9.427927867448377e-05,33.38326131051349,32.81465915127866,490.9248715682815
2,0.0030981326270347925,0.0018974460360332897,0.00010718483116562811,33.46111261545371,0.00022789575898237165,16.05385471689456,15.602425570742922,222.8638269365543
3,0.013721769310853001,0.008101888077207107,0.00042557694170455466,15.198222322725023,0.0003664344617713608,7.064240906094763,6.7070069119096445,90.62109137834348
4,0.0591598102284284,0.03405009118707939,0.0016008177414868765,6.320848112146719,0.00014478892398720895,2.7463441667947093,2.4693798899099675,31.33505704508351
5,0.23078124616541115,0.12918608326642275,0.005568820929143788,2.274488527118306,-0.0005731348830417624,0.8546973873853969,0.6659329364925008,8.134786865601694
6,0.5517722225901677,0.2716462586534072,0.010023247719199276,0.39019999272148476,-0.0003062707790024365,0.11386287962380857,0.059780380123958435,0.9057095918940035
7,0.3507107054591861,0.1302451863401776,0.003009751467815323,0.035382330254609344,-3.1890517474502425e-05,0.009059784104510091,0.003317846764474124,0.08419882231397235
8,0.12116571740510446,0.03152817955811504,0.0003774489567551988,0.002397872525008188,-2.7212872822324266e-06,0.0005852689571531542,0.00017734627513029414,0.00811429865505891
9,0.020076613437916207,0.003089686879163111,1.342506632435769e-05,5.6450298658805325e-05,-1.009573276531752e-07,1.4094927426926308e-05,4.729604168214425e-06,0.0003893466314738745
10,0.0003483196942620561,1.812612045110442e-05,1.3857168200479224e-08,1.097669434718655e-07,-1.9538726217870197e-10,4.266251710024964e-08,3.4670225126906276e-08,1.3144918135418981e-06
