# q2	x	xuv	xdv	xL-	2xL+	xsv	xs+	xc+	xg
100.00000000000000	1.0000000116860974E-007	1.1073436842679030E-004	5.3078116501126260E-005	7.8440013453473512E-006	145.10322273865611	-2.7409080530560459E-005	71.479661102317252	70.755329045645894	1056.7021925519598
100.00000000000000	9.9999999747524271E-007	5.7850897675137958E-004	3.1907598062730358E-004	3.0969373320033355E-005	70.548244793879149	-4.2595660495692300E-005	34.422763787982298	33.849437103915477	493.83654380918813
100.00000000000000	9.9999997473787516E-006	2.9147080724563068E-003	1.6974144677810443E-003	1.2300754381122658E-004	33.459423595685678	7.7558289248713663E-006	16.054076103106208	15.600139253947013	220.01484611683000
100.00000000000000	9.9999997473787516E-005	1.3657199328116931E-002	8.0056101549348391E-003	4.7181216774561108E-004	15.102606546565557	2.3196624157773016E-004	7.0173908799409386	6.6588661238915314	89.667834947341532
100.00000000000000	1.0000000474974513E-003	5.9556547077359578E-002	3.4379022008734772E-002	1.7183714130062366E-003	6.2957639846811837	4.0043590087224246E-004	2.7351139993984313	2.4576179335318979	31.295372647443749
100.00000000000000	9.9999997764825821E-003	0.23117658117841533	0.12953232412123517	5.7449137841849574E-003	2.2680193931051709	-2.3112173756911769E-004	0.85268127754435397	0.66392540957293034	8.1610679309909493
100.00000000000000	0.10000000149011612	0.55108890035797886	0.27129201818340704	1.0031121949770239E-002	0.38998530301709400	-3.2795576789368397E-004	0.11380455367818215	5.9744743407754826E-002	0.90568779242684683
100.00000000000000	0.30000001192092896	0.35030648467943626	0.13010111786727968	2.9715276922373940E-003	3.5599451082119787E-002	-3.8276710254858681E-005	9.0839288249626171E-003	3.3479787888457645E-003	8.4414881601733438E-002
100.00000000000000	0.50000000000000000	0.12106774406552606	3.1503478146908792E-002	3.6015843681060436E-004	2.4560847347054118E-003	-3.2054511772822147E-006	5.8454608800320024E-004	1.7818827320604218E-004	8.1551378990983060E-003
100.00000000000000	0.69999998807907104	2.0067642146795586E-002	3.0872784959549548E-003	1.0075891321802838E-005	6.3847193937163760E-005	-1.1067154451378791E-007	1.3106433189235059E-005	3.9938335196336348E-006	3.9235997044912688E-004
100.00000000000000	0.89999997615814209	3.5111466600323187E-004	1.7834439969130266E-005	-5.9503989442119846E-008	1.7818565044687646E-007	-1.3937397858542443E-010	6.9340888797172779E-009	8.6222473308194431E-009	1.2370589812558369E-006
