# q	x	xuv	xdv	xL-	2xL+	xs+	xc+	xb+	xg
100.00000000000000	1.0000000116860974E-007	1.1638513057476985E-004	5.5629817083513444E-005	8.3396226528975603E-006	161.46277136124530	79.661546417260610	78.061819635196713	64.842776045858599	1101.1821442631835
100.00000000000000	9.9999999747524271E-007	6.0389386977277582E-004	3.3257465705105460E-004	3.2692344792195627E-005	76.880471500306953	37.590560242466040	36.425011415315460	29.780642377210679	506.26174094871010
100.00000000000000	9.9999997473787516E-006	3.0183018601821487E-003	1.7563286740163164E-003	1.2871764339195124E-004	35.650405532848488	17.150932190602717	16.328413448371712	13.081661334971518	221.83934605514202
100.00000000000000	9.9999997473787516E-005	1.4024099547747859E-002	8.2158220554657824E-003	4.8879128169954100E-004	15.736140305950594	7.3353378100116089	6.7818371360157004	5.2774395171024437	88.926080771042990
100.00000000000000	1.0000000474974513E-003	6.0635749833595209E-002	3.4975701492450995E-002	1.7596018649315148E-003	6.4280448388683231	2.8024484550931188	2.4553201754811926	1.8199338988900715	30.515518819525049
100.00000000000000	9.9999997764825821E-003	0.23325041796957779	0.13055297503060748	5.8026373362592976E-003	2.2750452241327528	0.85767307658792846	0.66778845570689815	0.45170309348563864	7.8159532010190285
100.00000000000000	0.10000000149011612	0.54876224626778880	0.26966523370480694	9.9482991759415329E-003	0.38452676135759822	0.11219318416314578	6.4545512055433227E-002	3.7235480044761231E-002	0.85050900120343731
100.00000000000000	0.30000001192092896	0.34471948071698921	0.12771691243884670	2.9023583010309995E-003	3.4706136982229741E-002	8.8420689307697198E-003	4.0494044613609238E-003	2.1095193417257647E-003	7.8670864746660824E-002
100.00000000000000	0.50000000000000000	0.11798332522173474	3.0614882396224397E-002	3.4653453707871734E-004	2.3788880302793441E-003	5.6437181598274766E-004	2.4369717731113102E-004	1.2143598959446630E-004	7.6252371893960700E-003
100.00000000000000	0.69999998807907104	1.9335258208711750E-002	2.9654162859667713E-003	9.2472981895828227E-006	6.2099241572872305E-005	1.2547749295781577E-005	5.9899402750404811E-006	2.9753133294971047E-006	3.7045717372425415E-004
100.00000000000000	0.89999997615814209	3.3147739644216485E-004	1.6782246942351756E-005	-6.3381976474948258E-008	1.8337124808526033E-007	6.2889242624306063E-009	8.4759759121680550E-009	3.5329185972564878E-009	1.1753185995735087E-006
